rownb	customerkey	customer_name	customer_country	customer_city	customer_postalcode	customer_street	plantkey	full_address	latitude	longitude
721	721	Zulauf-Ryan	Sweden	Uppsala	751 71	35 Redwing Street	8	35 Redwing Street 751 71 Uppsala Sweden	59.8480835	17.66967773
722	722	Buckridge-Auer	France	Angers	49010 CEDEX 01	4 Artisan Trail	6	4 Artisan Trail 49010 CEDEX 01 Angers France	47.46870041	-0.5588147
723	723	Fahey LLC	Denmark	København	1310	85 Sommers Avenue	8	85 Sommers Avenue 1310 København Denmark	36.15630003	-88.97495645
724	724	Koelpin, Heaney and Heathcote	France	Besançon	25014 CEDEX	999 Merchant Lane	6	999 Merchant Lane 25014 CEDEX Besançon France	43.62963368	-1.26955122
725	725	Murphy-Bruen	Netherlands	Amsterdam	1004	3 Shopko Lane	4	3 Shopko Lane 1004 Amsterdam Netherlands	52.3449737	4.9000742
726	726	Grady-Shanahan	Sweden	Västervik	593 93	2847 Forest Run Circle	8	2847 Forest Run Circle 593 93 Västervik Sweden	33.80079299	-84.80061058
727	727	Bogan and Sons	France	Nevers	58017 CEDEX	24429 Kinsman Point	6	24429 Kinsman Point 58017 CEDEX Nevers France	46.9871788	3.16160274
728	728	Cummings-Kertzmann	Croatia	Stari Grad	21460	14 Autumn Leaf Trail	6	14 Autumn Leaf Trail 21460 Stari Grad Croatia	43.18455887	16.60112
729	729	Daugherty-Harris	Italy	Napoli	80141	95963 Lunder Circle	6	95963 Lunder Circle 80141 Napoli Italy	40.86692429	14.26965523
730	730	Huel-Runolfsdottir	United Kingdom	Kirkton	KW10	076 Swallow Terrace	7	076 Swallow Terrace KW10 Kirkton United Kingdom	57.96016312	-4.0312748
731	731	Bruen, Fritsch and Feest	Sweden	Nol	449 43	6 Spaight Junction	8	6 Spaight Junction 449 43 Nol Sweden	57.91732025	12.06579876
732	732	Dibbert, Kerluke and Tillman	Czech Republic	Vítkov	749 01	745 Logan Way	5	745 Logan Way 749 01 Vítkov Czech Republic	49.7783858	17.7571261
733	733	Wuckert-Jenkins	Czech Republic	Černovice	618 00	6011 Scott Road	5	6011 Scott Road 618 00 Černovice Czech Republic	49.18723297	16.63438988
734	734	Prosacco and Sons	France	Cergy-Pontoise	95046 CEDEX 1	1 8th Plaza	6	1 8th Plaza 95046 CEDEX 1 Cergy-Pontoise France	49.0488472	2.09294033
735	735	Hayes Inc	Czech Republic	Jakartovice	747 53	9055 Alpine Park	5	9055 Alpine Park 747 53 Jakartovice Czech Republic	48.83826739	13.31878251
736	736	Rosenbaum, Kihn and Emard	Slovenia	Mokronog	8230	857 Riverside Junction	6	857 Riverside Junction 8230 Mokronog Slovenia	45.94369507	15.14666557
737	737	Gutmann, Schulist and Ebert	Lithuania	Kuršėnai	81001	3689 Golf View Avenue	8	3689 Golf View Avenue 81001 Kuršėnai Lithuania	56.00235748	22.93736458
738	738	Cruickshank-Schaden	Sweden	Stockholm	106 65	760 Troy Trail	8	760 Troy Trail 106 65 Stockholm Sweden	59.33032227	18.06011963
739	739	Streich Inc	Netherlands	Zwolle	8019	36 Scofield Road	4	36 Scofield Road 8019 Zwolle Netherlands	52.5062526	6.0770356
740	740	Herman and Sons	France	Toulouse	31201 CEDEX 2	47 Jana Lane	6	47 Jana Lane 31201 CEDEX 2 Toulouse France	43.6039505	1.44450903
741	741	Conn Inc	Czech Republic	Vidče	756 53	2471 Debra Crossing	5	2471 Debra Crossing 756 53 Vidče Czech Republic	49.4489958	18.1405242
742	742	Rowe-Koch	Greece	Kimméria	NA	858 Heffernan Trail	5	858 Heffernan Trail  Kimméria Greece	41.14769363	24.93679428
743	743	Padberg-Breitenberg	Finland	Tuusniemi	71201	0 Nova Crossing	8	0 Nova Crossing 71201 Tuusniemi Finland	62.81297302	28.47398949
744	744	Kunde-Heller	France	Saint-Brieuc	22025 CEDEX 1	75 Amoth Trail	6	75 Amoth Trail 22025 CEDEX 1 Saint-Brieuc France	48.51398087	-2.76260281
745	745	Bartell, Deckow and Abshire	Czech Republic	Žlutice	364 52	08 Sutteridge Drive	5	08 Sutteridge Drive 364 52 Žlutice Czech Republic	50.0831196	13.1405999
746	746	Parisian-Donnelly	Croatia	Lepoglava	42250	67 Lakeland Lane	6	67 Lakeland Lane 42250 Lepoglava Croatia	46.2103639	16.0562635
747	747	Reynolds LLC	France	Toulouse	31079 CEDEX 5	51693 Mandrake Hill	6	51693 Mandrake Hill 31079 CEDEX 5 Toulouse France	43.6039505	1.44450903
748	748	Weimann-Brown	Czech Republic	Klenčí pod Čerchovem	345 34	10347 Sommers Park	5	10347 Sommers Park 345 34 Klenčí pod Čerchovem Czech Republic	49.4360219	12.8052255
749	749	Waters and Sons	United Kingdom	Pentre	SY4	10 Alpine Pass	7	10 Alpine Pass SY4 Pentre United Kingdom	53.2863149	-3.6915015
750	750	Schinner-Kunze	Greece	Skópelos	NA	459 Glendale Point	5	459 Glendale Point  Skópelos Greece	40.63027344	-80.06542528
751	751	Nader-Tremblay	Sweden	Falun	791 26	07 Crest Line Park	8	07 Crest Line Park 791 26 Falun Sweden	32.73837152	-97.13400992
752	752	Ernser, Gerlach and Shields	Sweden	Umeå	906 42	213 Waywood Park	8	213 Waywood Park 906 42 Umeå Sweden	63.84577942	20.3038578
753	753	Crona LLC	Sweden	Åhus	296 81	08 Westend Parkway	8	08 Westend Parkway 296 81 Åhus Sweden	55.92351532	14.29552174
754	754	Kutch, Abbott and Lubowitz	Czech Republic	Staré Město	788 32	624 Valley Edge Court	5	624 Valley Edge Court 788 32 Staré Město Czech Republic	49.6938476	18.6622706
755	755	Hauck, Vandervort and Hane	France	Marseille	13245 CEDEX 04	922 Elka Point	6	922 Elka Point 13245 CEDEX 04 Marseille France	43.29502106	5.37448692
756	756	Pacocha, Davis and Roob	Denmark	København	1360	8807 Center Court	8	8807 Center Court 1360 København Denmark	55.62722974	12.57048759
757	757	Balistreri-Sipes	Hungary	Tatabánya	2809	9143 Forest Hill	5	9143 Forest Hill 2809 Tatabánya Hungary	47.58615875	18.39484978
758	758	Anderson Group	Italy	Torino	10152	9587 Scott Center	6	9587 Scott Center 10152 Torino Italy	41.96906503	-87.87559493
759	759	Boyer LLC	Czech Republic	Hluboká nad Vltavou	373 41	82149 Stone Corner Lane	5	82149 Stone Corner Lane 373 41 Hluboká nad Vltavou Czech Republic	49.05317685	14.43889895
760	760	Paucek-Howell	Slovenia	Dob	1233	431 Declaration Park	6	431 Declaration Park 1233 Dob Slovenia	46.15326309	14.62573242
761	761	Schmeler Inc	Sweden	Uddevalla	451 32	96 International Street	8	96 International Street 451 32 Uddevalla Sweden	43.6506436	-70.31541097
762	762	Dooley, Littel and Grady	Czech Republic	Uničov	783 91	43 Bluejay Plaza	5	43 Bluejay Plaza 783 91 Uničov Czech Republic	49.7704741	17.1234913
763	763	Kemmer, Lehner and Schowalter	Sweden	Boxholm	590 14	978 Bunting Parkway	8	978 Bunting Parkway 590 14 Boxholm Sweden	34.46694241	-84.28650089
764	764	Lind, Glover and Crist	France	Yvetot	76194 CEDEX	3230 Forest Crossing	6	3230 Forest Crossing 76194 CEDEX Yvetot France	49.6192894	0.75839078
765	765	Auer, Reinger and Rutherford	Czech Republic	Katovice	387 11	42010 Roth Park	5	42010 Roth Park 387 11 Katovice Czech Republic	48.97459803	13.13304679
766	766	Kub and Sons	Czech Republic	Sudoměřice	696 66	00 Mallory Street	5	00 Mallory Street 696 66 Sudoměřice Czech Republic	48.86771011	17.25768852
767	767	Marquardt, Maggio and Johnston	Greece	Pélla	NA	5130 Fulton Way	5	5130 Fulton Way  Pélla Greece	41.42484297	-93.70890595
768	768	Ritchie-Braun	Hungary	Szeged	6748	3 Packers Center	5	3 Packers Center 6748 Szeged Hungary	46.25361633	20.14613533
769	769	Schmeler-Tillman	Sweden	Eslöv	241 91	8 Hauk Point	8	8 Hauk Point 241 91 Eslöv Sweden	55.83749771	13.30362606
770	770	Cummerata, Murphy and Lindgren	France	Paris 13	75243 CEDEX 13	42 Express Place	6	42 Express Place 75243 CEDEX 13 Paris 13 France	48.8417205	2.3511444
771	771	McDermott-Conn	Norway	Trondheim	7047	3 Nancy Crossing	8	3 Nancy Crossing 7047 Trondheim Norway	63.41967392	10.47495461
772	772	Murphy-Hirthe	Sweden	Karlskrona	371 47	1029 Loeprich Court	8	1029 Loeprich Court 371 47 Karlskrona Sweden	56.19472504	15.6270113
773	773	Dibbert LLC	Czech Republic	Klášter	582 83	4354 Prairieview Hill	5	4354 Prairieview Hill 582 83 Klášter Czech Republic	49.8106124	15.5305522
774	774	Jacobson, Spinka and Gleichner	France	Paris 12	75582 CEDEX 12	676 Crowley Plaza	6	676 Crowley Plaza 75582 CEDEX 12 Paris 12 France	48.84079361	2.38874507
775	775	Flatley, Johnston and O'Hara	Sweden	Trångsund	142 82	48031 Fulton Park	8	48031 Fulton Park 142 82 Trångsund Sweden	28.12935907	-96.9867712
776	776	Olson-Doyle	Czech Republic	Zásmuky	281 44	4 Golf Course Avenue	5	4 Golf Course Avenue 281 44 Zásmuky Czech Republic	-29.54508417	31.13141351
777	777	Farrell, Tromp and Flatley	Sweden	Göteborg	411 21	79640 Reindahl Way	8	79640 Reindahl Way 411 21 Göteborg Sweden	57.70425797	11.95680237
778	778	Lebsack-Morar	Sweden	Skinnskatteberg	739 30	46 Starling Parkway	8	46 Starling Parkway 739 30 Skinnskatteberg Sweden	59.82979584	15.68778038
779	779	Hamill-Ratke	Greece	Pórto Chéli	NA	466 Chive Point	5	466 Chive Point  Pórto Chéli Greece	37.32717133	23.14377213
780	780	Mitchell Group	Sweden	Åby	616 32	00411 Carey Place	8	00411 Carey Place 616 32 Åby Sweden	58.66214752	16.17592621
781	781	Becker-Wolf	Czech Republic	Stochov	273 03	3 Monterey Lane	5	3 Monterey Lane 273 03 Stochov Czech Republic	50.1518202	13.9573452
782	782	Reinger-Kemmer	France	Charenton-le-Pont	94675 CEDEX	2 Nancy Parkway	6	2 Nancy Parkway 94675 CEDEX Charenton-le-Pont France	48.813549	2.437704
783	783	Klocko, Haag and Lebsack	Sweden	Stockholm	120 16	65 Melody Hill	8	65 Melody Hill 120 16 Stockholm Sweden	40.8717132	-74.18524804
784	784	Reinger, Ondricka and Hodkiewicz	Czech Republic	Horní Lideč	756 12	199 Badeau Lane	5	199 Badeau Lane 756 12 Horní Lideč Czech Republic	49.1844931	18.0555874
785	785	Huels, Krajcik and Ledner	Czech Republic	Pilníkov	542 42	69 Kropf Terrace	5	69 Kropf Terrace 542 42 Pilníkov Czech Republic	50.5324591	15.821555
786	786	Pfeffer and Sons	Finland	Köyliö	27860	731 Canary Hill	8	731 Canary Hill 27860 Köyliö Finland	33.29129513	-81.04713682
787	787	Brown-Gorczany	Czech Republic	Buštěhrad	273 43	85403 Scoville Place	5	85403 Scoville Place 273 43 Buštěhrad Czech Republic	50.15431595	14.18708611
788	788	Leuschke-Bailey	Greece	Ágios Spyrídon	NA	2921 Walton Junction	5	2921 Walton Junction  Ágios Spyrídon Greece	39.62509155	19.92269516
789	789	Olson, Cremin and Langosh	Sweden	Göteborg	416 80	432 Dunning Plaza	8	432 Dunning Plaza 416 80 Göteborg Sweden	57.71509933	12.04853916
790	790	Little and Sons	France	Briey	54154 CEDEX	7074 Reindahl Park	6	7074 Reindahl Park 54154 CEDEX Briey France	49.24937057	5.93928003
791	791	Smitham and Sons	France	Issoire	63504 CEDEX	666 Kropf Lane	6	666 Kropf Lane 63504 CEDEX Issoire France	45.54371643	3.24986935
792	792	McDermott Group	Greece	Évosmos	NA	31 Forster Alley	5	31 Forster Alley  Évosmos Greece	40.6731995	22.8961704
793	793	Abbott-Von	Sweden	Ludvika	771 55	2 Lindbergh Avenue	8	2 Lindbergh Avenue 771 55 Ludvika Sweden	60.1499675	15.2213171
794	794	Rohan Inc	Greece	Arkhaía Kórinthos	NA	9878 Dexter Street	5	9878 Dexter Street  Arkhaía Kórinthos Greece	37.90642548	22.88393211
795	795	Cormier LLC	Norway	Stavanger	4015	937 Manitowish Park	8	937 Manitowish Park 4015 Stavanger Norway	43.1567915	-89.3723235
796	796	Torphy-Schamberger	Norway	Bodø	8015	4 Eastlawn Plaza	8	4 Eastlawn Plaza 8015 Bodø Norway	67.31351471	14.44783688
797	797	Wolf-Schinner	Italy	Milano	20125	8 Cascade Street	6	8 Cascade Street 20125 Milano Italy	45.4915761	9.2055629
798	798	Bergnaum-Bosco	Norway	Stord	5406	3882 Arizona Crossing	8	3882 Arizona Crossing 5406 Stord Norway	42.62312352	-88.99109215
799	799	Russel Group	Greece	Néa Plágia	NA	8642 Shopko Avenue	5	8642 Shopko Avenue  Néa Plágia Greece	40.26536942	23.20376015
800	800	Lynch-Hane	Greece	Skála	NA	5 Boyd Circle	5	5 Boyd Circle  Skála Greece	43.22004723	-77.64966892
801	801	Feeney-Hills	Czech Republic	Dýšina	330 02	65264 Morrow Place	5	65264 Morrow Place 330 02 Dýšina Czech Republic	40.72591426	-82.45747131
802	802	Pagac and Sons	Finland	Marttila	21490	8 Manitowish Hill	8	8 Manitowish Hill 21490 Marttila Finland	60.4468129	22.251591
803	803	Lueilwitz-Goyette	Czech Republic	Rokytnice nad Jizerou	513 01	14978 Anniversary Parkway	5	14978 Anniversary Parkway 513 01 Rokytnice nad Jizerou Czech Republic	50.72917938	15.45044136
804	804	Schultz Inc	France	Oyonnax	01117 CEDEX	975 Garrison Lane	6	975 Garrison Lane 01117 CEDEX Oyonnax France	46.25757599	5.65607738
805	805	Quigley, Torphy and Hills	Czech Republic	Mirotice	364 71	995 Emmet Parkway	5	995 Emmet Parkway 364 71 Mirotice Czech Republic	38.0347645	-78.51158275
806	806	Raynor-Lockman	Finland	Loimaan Kunta	32560	74589 Fisk Plaza	8	74589 Fisk Plaza 32560 Loimaan Kunta Finland	30.58162689	-87.29151154
807	807	Kuphal, Waelchi and Christiansen	France	Brive-la-Gaillarde	19117 CEDEX	6936 Warbler Plaza	6	6936 Warbler Plaza 19117 CEDEX Brive-la-Gaillarde France	45.15856934	1.53258896
808	808	Wolf, Ullrich and Schoen	France	Le Teil	07404 CEDEX	9637 Valley Edge Circle	6	9637 Valley Edge Circle 07404 CEDEX Le Teil France	44.55226898	4.68476439
809	809	Walsh, Bins and Morar	Croatia	Sali	23281	1 Forest Street	6	1 Forest Street 23281 Sali Croatia	41.7113608	-75.7563135
810	810	Toy, Wolff and Denesik	Croatia	Runović	21261	297 Derek Hill	6	297 Derek Hill 21261 Runović Croatia	43.38925552	17.23280334
811	811	Zboncak-Schaden	Greece	Chrysó	NA	79036 Lien Way	5	79036 Lien Way  Chrysó Greece	35.64134979	-101.6002655
812	812	Larkin Group	Netherlands	Emmen	7824	1695 Sullivan Alley	4	1695 Sullivan Alley 7824 Emmen Netherlands	52.78039932	6.93043375
813	813	Homenick-MacGyver	Sweden	Gävle	801 84	5 Longview Junction	8	5 Longview Junction 801 84 Gävle Sweden	60.66009521	17.16308594
814	814	Metz, Mraz and Mohr	Sweden	Västerås	720 16	823 Heffernan Point	8	823 Heffernan Point 720 16 Västerås Sweden	59.61608887	16.56170654
815	815	Price, Yundt and Kerluke	Czech Republic	Radnice	789 85	3 Muir Court	5	3 Muir Court 789 85 Radnice Czech Republic	49.7246459	16.8745506
816	816	Streich-MacGyver	France	Montpellier	34194 CEDEX 5	173 Mcguire Junction	6	173 Mcguire Junction 34194 CEDEX 5 Montpellier France	43.60829163	3.87960339
817	817	Kautzer-Hessel	Sweden	Vallentuna	186 96	15279 Crest Line Alley	8	15279 Crest Line Alley 186 96 Vallentuna Sweden	30.44375822	-97.65558714
818	818	O'Kon Inc	Greece	Antíparos	NA	04 Red Cloud Way	5	04 Red Cloud Way  Antíparos Greece	40.67058729	-79.69120544
819	819	Heidenreich-Stracke	Sweden	Piteå	941 22	2993 Upham Hill	8	2993 Upham Hill 941 22 Piteå Sweden	38.55616315	-77.17961335
820	820	Mante, Deckow and Rosenbaum	Czech Republic	Jince	262 23	4364 Cardinal Trail	5	4364 Cardinal Trail 262 23 Jince Czech Republic	36.4845887	-94.1894541
821	821	Cormier Group	Sweden	Nyköping	611 93	3181 Lighthouse Bay Lane	8	3181 Lighthouse Bay Lane 611 93 Nyköping Sweden	41.0850458	-72.44348097
822	822	Metz, Morar and Streich	France	Haguenau	67504 CEDEX	7287 Morning Center	6	7287 Morning Center 67504 CEDEX Haguenau France	48.82041931	7.79137182
823	823	Rath-Reichel	France	Vallauris	06224 CEDEX	564 Clarendon Court	6	564 Clarendon Court 06224 CEDEX Vallauris France	43.57949829	7.0529542
824	824	Lockman-Little	France	Forbach	57609 CEDEX	4 Anzinger Drive	6	4 Anzinger Drive 57609 CEDEX Forbach France	49.18593979	6.89844418
825	825	Turcotte, Buckridge and Sauer	Finland	Ruukki	92401	3 Hagan Terrace	8	3 Hagan Terrace 92401 Ruukki Finland	33.284131	-80.566626
826	826	Raynor-Lehner	Greece	Gaïtánion	NA	1 Fordem Street	5	1 Fordem Street  Gaïtánion Greece	37.7888031	20.87474823
827	827	Howell-Graham	Sweden	Ronneby	372 34	64 Washington Center	8	64 Washington Center 372 34 Ronneby Sweden	43.089006	-77.51842437
828	828	Kemmer LLC	Finland	Turku	20960	94 Anderson Center	8	94 Anderson Center 20960 Turku Finland	60.34427261	22.17032242
829	829	McDermott, Hand and Ruecker	Netherlands	Dordrecht	3309	406 Russell Road	4	406 Russell Road 3309 Dordrecht Netherlands	51.8016742	4.7109311
830	830	Upton and Sons	Sweden	Åhus	296 81	90230 Scofield Pass	8	90230 Scofield Pass 296 81 Åhus Sweden	55.92351532	14.29552174
831	831	Wyman-Hackett	Czech Republic	Petrovice u Karviné	735 72	32 Farwell Avenue	5	32 Farwell Avenue 735 72 Petrovice u Karviné Czech Republic	49.8837987	18.5438356
832	832	Thiel-Nikolaus	Sweden	Svenljunga	512 24	04249 Rockefeller Terrace	8	04249 Rockefeller Terrace 512 24 Svenljunga Sweden	57.49591064	13.11309814
833	833	Stamm-Bogisich	Greece	Mégara	NA	39625 Grasskamp Trail	5	39625 Grasskamp Trail  Mégara Greece	37.99484634	23.34459114
834	834	Swift-Herzog	France	Fontenay-sous-Bois	94129 CEDEX	30 Iowa Road	6	30 Iowa Road 94129 CEDEX Fontenay-sous-Bois France	48.8511734	2.47430182
835	835	Murray Inc	Greece	Livádion	NA	63285 Mcbride Way	5	63285 Mcbride Way  Livádion Greece	40.13128281	22.17212105
836	836	Pagac-Kihn	Netherlands	Beverwijk	1944	01042 Red Cloud Center	4	01042 Red Cloud Center 1944 Beverwijk Netherlands	34.13477216	-117.55418717
837	837	Williamson-Wilderman	Czech Republic	Dobratice	739 51	7 Ruskin Hill	5	7 Ruskin Hill 739 51 Dobratice Czech Republic	49.6659156	18.5009815
838	838	Schaden, McGlynn and Spencer	Netherlands	Heemstede	2104	35 Spohn Lane	4	35 Spohn Lane 2104 Heemstede Netherlands	52.336255	4.6190777
839	839	O'Conner-Lind	Czech Republic	Hrochův Týnec	538 62	00 Clove Road	5	00 Clove Road 538 62 Hrochův Týnec Czech Republic	49.965493	15.9391745
840	840	Stracke, West and Mante	France	Bonneuil-sur-Marne	94384 CEDEX	3 Waywood Crossing	6	3 Waywood Crossing 94384 CEDEX Bonneuil-sur-Marne France	48.7684021	2.48706341
841	841	Torphy, Hamill and Davis	Sweden	Helsingborg	252 68	1 2nd Road	8	1 2nd Road 252 68 Helsingborg Sweden	56.0383619	12.6967228
842	842	Rowe Inc	Sweden	Bålsta	746 40	900 Hollow Ridge Crossing	8	900 Hollow Ridge Crossing 746 40 Bålsta Sweden	34.63200278	-84.42627383
843	843	Rau-Osinski	Lithuania	Akademija (Kaunas)	53088	82 West Plaza	8	82 West Plaza 53088 Akademija (Kaunas) Lithuania	44.07275772	-88.30037689
844	844	Howell and Sons	Sweden	Nora	713 30	49191 Shelley Street	8	49191 Shelley Street 713 30 Nora Sweden	59.51874924	15.03879738
845	845	Kuphal, Miller and Watsica	Sweden	Vingåker	643 92	39728 Eggendart Hill	8	39728 Eggendart Hill 643 92 Vingåker Sweden	59.04337311	15.87155628
846	846	Upton Inc	Croatia	Tužno	42242	87266 Springview Point	6	87266 Springview Point 42242 Tužno Croatia	46.25439835	16.23763847
847	847	Schneider-Wunsch	Sweden	Alvesta	342 80	80 Mockingbird Lane	8	80 Mockingbird Lane 342 80 Alvesta Sweden	35.08522783	-92.40330945
848	848	Schaden Group	Czech Republic	Líně	330 21	6 Ridgeway Center	5	6 Ridgeway Center 330 21 Líně Czech Republic	32.6963751	-117.01951096
849	849	Zieme, Funk and Towne	France	Bergerac	24111 CEDEX	8 Crownhardt Plaza	6	8 Crownhardt Plaza 24111 CEDEX Bergerac France	44.85337448	0.48297349
850	850	Bradtke-Pagac	Sweden	Katrineholm	641 36	54 High Crossing Plaza	8	54 High Crossing Plaza 641 36 Katrineholm Sweden	44.10876024	-70.67562336
851	851	Sanford, Jacobson and Dare	Finland	Lestijärvi	69440	8341 Veith Alley	8	8341 Veith Alley 69440 Lestijärvi Finland	63.52558899	24.66652489
852	852	Becker-Torp	Poland	Gardawice	44-246	35443 Kenwood Parkway	5	35443 Kenwood Parkway 44-246 Gardawice Poland	50.11092377	18.78720093
853	853	Waelchi, Bogisich and Kunde	Czech Republic	Kozmice	747 11	80 2nd Circle	5	80 2nd Circle 747 11 Kozmice Czech Republic	49.91525	18.15041
854	854	Hermiston-Wunsch	France	Villejuif	94809 CEDEX	94 Portage Hill	6	94 Portage Hill 94809 CEDEX Villejuif France	48.7949295	2.36621881
855	855	Raynor, Johnson and Collier	France	Quetigny	21806 CEDEX	4 Badeau Drive	6	4 Badeau Drive 21806 CEDEX Quetigny France	47.31502151	5.1150198
856	856	Johns-Douglas	Poland	Dubiecko	37-750	6 Ilene Pass	5	6 Ilene Pass 37-750 Dubiecko Poland	49.82686234	22.38921356
857	857	Cummerata, Schroeder and Paucek	Poland	Piła	64-970	20438 Ryan Park	5	20438 Ryan Park 64-970 Piła Poland	35.06655708	-79.00306285
858	858	Lueilwitz-Langworth	Poland	Leśnica	47-150	5110 Stone Corner Road	5	5110 Stone Corner Road 47-150 Leśnica Poland	44.0819999	-70.411004
859	859	Bartell-Bayer	France	Courtaboeuf	91959 CEDEX	29 La Follette Way	6	29 La Follette Way 91959 CEDEX Courtaboeuf France	46.62480927	2.45837498
860	860	Greenfelder Inc	Sweden	Strängnäs	645 84	53423 Northland Parkway	8	53423 Northland Parkway 645 84 Strängnäs Sweden	59.37548828	17.01690674
861	861	Reynolds, Larson and Kozey	Portugal	Porto Alto	2135-027	5889 Sachs Hill	6	5889 Sachs Hill 2135-027 Porto Alto Portugal	38.92366791	-8.88170147
862	862	Kautzer-McGlynn	Hungary	Budapest	1024	3 Ruskin Place	5	3 Ruskin Place 1024 Budapest Hungary	47.508119	19.0241499
863	863	Hilll, Glover and Konopelski	Estonia	Laagri	NA	8317 Shoshone Pass	8	8317 Shoshone Pass  Laagri Estonia	59.3508606	24.61018753
864	864	Reichert Group	Slovenia	Lovrenc na Pohorju	2344	63 Pankratz Junction	6	63 Pankratz Junction 2344 Lovrenc na Pohorju Slovenia	46.5231284	15.3784954
865	865	Harber-Kling	Czech Republic	Ratíškovice	696 02	8416 Darwin Pass	5	8416 Darwin Pass 696 02 Ratíškovice Czech Republic	48.92087936	17.16163063
866	866	Bosco-Bergnaum	France	Paris 10	75485 CEDEX 10	80108 Sundown Crossing	6	80108 Sundown Crossing 75485 CEDEX 10 Paris 10 France	48.87173843	2.35720086
867	867	Predovic Group	France	Chilly-Mazarin	91384 CEDEX	914 Dixon Avenue	6	914 Dixon Avenue 91384 CEDEX Chilly-Mazarin France	48.70275116	2.31313682
868	868	Veum, Ullrich and Quigley	Czech Republic	Nové Město pod Smrkem	463 65	2 Dapin Avenue	5	2 Dapin Avenue 463 65 Nové Město pod Smrkem Czech Republic	50.9113643	15.2106927
869	869	Leannon, Lakin and Bogisich	Netherlands	Eindhoven	5629	62801 Melody Plaza	4	62801 Melody Plaza 5629 Eindhoven Netherlands	38.52410126	-89.13379669
870	870	Fritsch LLC	Spain	Sevilla	41020	6 Melvin Alley	6	6 Melvin Alley 41020 Sevilla Spain	14.6272184	121.1299235
871	871	Wunsch Group	France	Orléans	45933 CEDEX 9	56 Lerdahl Road	6	56 Lerdahl Road 45933 CEDEX 9 Orléans France	47.90139771	1.90391636
872	872	Schmeler Group	Norway	Oslo	264	19 Lerdahl Point	8	19 Lerdahl Point 264 Oslo Norway	43.133367	-89.389488
873	873	Wolf-Mitchell	Latvia	Strenči	NA	6 Little Fleur Trail	8	6 Little Fleur Trail  Strenči Latvia	57.62743759	25.6837101
874	874	Kub LLC	Sweden	Stockholm	117 97	148 Di Loreto Center	8	148 Di Loreto Center 117 97 Stockholm Sweden	47.02201683	-68.09627717
875	875	Kuvalis-Cruickshank	Portugal	Seixezelo	4415-928	47 Laurel Terrace	6	47 Laurel Terrace 4415-928 Seixezelo Portugal	41.0344561	-8.5684574
876	876	Aufderhar, McLaughlin and Ryan	France	Quimper	29551 CEDEX 9	2 John Wall Park	6	2 John Wall Park 29551 CEDEX 9 Quimper France	47.99594879	-4.09992218
877	877	Larson-Morissette	Lithuania	Venta	85019	5 Texas Hill	8	5 Texas Hill 85019 Venta Lithuania	25.834838	-97.45491
878	878	Funk, Wolff and Hahn	Spain	Getafe	28904	00582 Scofield Alley	6	00582 Scofield Alley 28904 Getafe Spain	40.30643845	-3.73741126
879	879	Pollich-Jacobs	Greece	Neochóri	NA	17 Judy Avenue	5	17 Judy Avenue  Neochóri Greece	43.23491785	-77.68522172
880	880	Kovacek Group	Portugal	Bairro de Santo António	2765-133	8 School Point	6	8 School Point 2765-133 Bairro de Santo António Portugal	38.7209512	-9.4064357
881	881	Carroll, Durgan and Leuschke	Sweden	Skänninge	596 92	96007 Rusk Lane	8	96007 Rusk Lane 596 92 Skänninge Sweden	58.39558029	15.08677006
882	882	DuBuque-Murazik	Greece	Psychikó	NA	35833 Onsgard Parkway	5	35833 Onsgard Parkway  Psychikó Greece	38.01241684	23.77249908
883	883	Farrell-Grady	Spain	Almeria	4070	8 Sunnyside Court	6	8 Sunnyside Court 4070 Almeria Spain	-33.8769361	18.7213946
884	884	Towne Inc	Portugal	Vimieiro	4705-656	07 Katie Court	6	07 Katie Court 4705-656 Vimieiro Portugal	38.83113861	-7.83996677
885	885	Donnelly Inc	Sweden	Gävle	802 66	73818 Huxley Trail	8	73818 Huxley Trail 802 66 Gävle Sweden	60.6701889	17.1377964
886	886	Wisozk-Schuster	France	Villejuif	94809 CEDEX	433 Waywood Drive	6	433 Waywood Drive 94809 CEDEX Villejuif France	48.7949295	2.36621881
887	887	Paucek-Gibson	Croatia	Žrnovnica	21251	8063 Eggendart Way	6	8063 Eggendart Way 21251 Žrnovnica Croatia	43.51848221	16.55750465
888	888	Muller-Lebsack	Sweden	Storuman	923 98	0 Farwell Crossing	8	0 Farwell Crossing 923 98 Storuman Sweden	43.79869464	-70.2509054
889	889	Kertzmann, Padberg and Goldner	Sweden	Uppsala	752 26	49 Clemons Street	8	49 Clemons Street 752 26 Uppsala Sweden	59.8584104	17.6095661
890	890	Heathcote, Fahey and Beier	Croatia	Vrbovec	10340	2 Arizona Parkway	6	2 Arizona Parkway 10340 Vrbovec Croatia	45.88547516	16.41926384
891	891	Bruen-Schimmel	Sweden	Vikbolandet	610 25	50661 Goodland Way	8	50661 Goodland Way 610 25 Vikbolandet Sweden	58.53514862	16.56443024
892	892	Murray, Windler and Bahringer	Czech Republic	Lipník nad Bečvou	757 01	0322 Commercial Lane	5	0322 Commercial Lane 757 01 Lipník nad Bečvou Czech Republic	49.556248	17.5896324
